Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category,,,
361,protobuf-3.20.3,62,0.001692,0.04311,0.796701697,H,T,,,
362,scikit-image-0.20.0,65,0.000352,0.02569,0.45153039,L,T,,,
363,tensorboardx-2.6,8,0.000048,0.00242,0.650268131,M,T,,,
364,typer-0.7.0,34,0.000242,0.01452,0.675640048,M,T,,,
365,virtualenv-20.21.0,21,0.000147,0.00782,0.590201526,M,T,,,
366,aiohttp-cors-0.7.0,10,0.000064,0.00349,0.632374749,M,T,,,
367,colorful-0.5.5,5,0.000081,0.00244,0.923863573,H,T,,,
368,gpustat-1.1,10,0.000121,0.00333,0.764192151,H,T,,,
369,opencensus-0.11.2,4,0.000042,0.00107,0.718518538,M,T,,,
370,prometheus-client-0.16.0,22,0.000227,0.01122,0.701921834,M,T,,,
371,py-spy-0.3.14,1,0.000036,0.00059,0.607901681,M,T,,,
372,smart-open-6.3.0,14,0.000093,0.00403,0.640032384,M,T,,,
373,smart-open-5.2.1,4,0.000044,0.00196,0.640032384,M,T,,,
374,grpcio-1.54.0,8,0.000127,0.0051,0.671641247,M,T,,,
375,gymnasium-notices-0.0.1,1,0.000045,0.00048,0.684439134,M,T,,,
376,imageio-2.27.0,36,0.000186,0.01401,0.709105247,M,T,,,
377,lazy-loader-0.2,4,0.000082,0.00319,0.668272452,M,T,,,
378,pywavelets-1.4.1,13,0.000112,0.0046,0.681690973,M,T,,,
379,tifffile-2023.4.12,27,0.000151,0.01109,0.745554601,M,T,,,
380,numpy-1.23.0,6,0.000133,0.00417,0.260893907,L,T,,,
381,numpy-1.24.1,8,0.000192,0.0056,0.260893907,L,T,,,
382,rich-12.6.0,19,0.000274,0.00896,0.65949082,M,T,,,
383,shellingham-1.5.1,8,0.000189,0.00513,0.690978053,M,T,,,
384,distlib-0.3.6,2,0.000067,0.00128,0.735784534,M,T,,,
385,platformdirs-3.2.0,22,0.000377,0.01269,0.614898023,M,T,,,
386,platformdirs-2.6.2,6,0.000089,0.0032,0.614898023,M,T,,,
387,gpr-complex-0.3.1,3,0.000035,0,0.831632338,H,T,,,
388,bokeh-3.1.0,27,0.000124,0.00759,0.585996621,M,T,,,
389,xyzservices-2023.2.0,4,0.000066,0.00227,0.690463535,M,T,,,
390,tornado-6.3,26,0.000313,0.0149,0.551278058,M,T,,,
391,graphlan-1.1.3.1,3,0.000035,0,0.828291453,H,T,,,
392,biopython-1.76,2,0.000045,0.00046,0.494134228,L,T,,,
393,huaweicloudsdkcloudpipeline-3.1.36,1,0.000035,0,0.802595805,H,T,,,
394,huaweicloudsdkcore-3.1.36,135,0.003919,0.0599,0.802215214,H,T,,,
395,simplejson-3.19.1,50,0.001199,0.02679,0.598301688,M,T,,,
396,hpl-specs-0.2.3,4,0.000053,0.00094,0.695092549,M,T,,,
397,lark-parser-0.12.0,4,0.000105,0.0019,0.710830481,M,T,,,
398,htmlx-0.0.3,1,0.000035,0,0.831808486,H,T,,,
399,grma-0.0.5,1,0.000035,0,0.811111595,H,T,,,
400,setproctitle-1.1.10,1,0.000065,0.00046,0.664442386,M,T,,,
401,gridjug-0.4.0,3,0.000035,0,0.830078732,H,T,,,
402,gridmap-0.15.0,5,0.000045,0.00046,0.645917832,M,T,,,
403,jug-2.2.2,1,0.000045,0.00046,0.746009243,M,T,,,
404,drmaa-0.7.9,1,0.000044,0.00048,0.772145903,H,T,,,
405,psutil-5.9.4,87,0.000771,0.04206,0.60049988,M,T,,,
406,pyzmq-25.0.2,31,0.000273,0.01672,0.530916382,M,T,,,
407,googlewifi-0.0.21,1,0.000035,0,0.671143897,M,T,,,
408,ghome-foyer-api-1.0.0,4,0.00007,0.00091,0.671641247,M,T,,,
409,gpm-player-0.1.2,3,0.000035,0,0.69510028,M,T,,,
410,gmusicapi-13.0.0,16,0.000109,0.00231,0.823584563,H,T,,,
411,inputimeout-1.0.4,1,0.000045,0.00046,0.671641247,M,T,,,
412,python-vlc-3.0.18121,1,0.000045,0.00046,0.671641247,M,T,,,
413,appdirs-1.4.4,113,0.000923,0.05338,0.888058864,H,T,,,
414,gpsoauth-1.0.2,5,0.000076,0.00153,0.77542685,H,T,,,
415,mechanicalsoup-1.2.0,7,0.000085,0.00196,0.603915889,M,T,,,
416,mutagen-1.46.0,7,0.000137,0.00338,0.743698562,M,T,,,
417,oauth2client-4.1.3,65,0.000534,0.02743,0.581500734,M,T,,,
418,proboscis-1.2.6.0,1,0.000043,0.00057,0.671641247,M,T,,,
419,validictory-1.1.2,1,0.000043,0.00057,0.677353848,M,T,,,
420,pyasn1-modules-0.2.8,16,0.000484,0.01187,0.774822514,H,T,,,
421,rsa-4.9,18,0.000555,0.01261,0.742677869,M,T,,,
422,httplib2-0.19.0,6,0.000172,0.00473,0.724571015,M,T,,,
423,hrprotoparser-0.1.dev1,1,0.000035,0,0.671641247,M,T,,,
424,skbs-2.2.1,4,0.000065,0.00046,0.758341847,H,T,,,
425,tempiny-1.1,1,0.000053,0.00048,0.758397739,H,T,,,
426,abrade-0.1.1,2,0.000035,0,0.711036989,M,T,,,
427,bs4-0.0.1,86,0.000774,0.03665,0.671641247,M,T,,,
428,beautifulsoup4-4.7.1,5,0.000151,0.00312,0.671641247,M,T,,,
429,beautifulsoup4-4.8.1,3,0.000131,0.00267,0.671641247,M,T,,,
430,beautifulsoup4-4.9.3,10,0.000208,0.00561,0.671641247,M,T,,,
431,beautifulsoup4-4.9.1,9,0.000169,0.0045,0.671641247,M,T,,,
432,beautifulsoup4-4.10.0,7,0.000141,0.00358,0.671641247,M,T,,,
433,beautifulsoup4-4.11.1,9,0.000143,0.00459,0.671641247,M,T,,,
434,hg0428db-0.0.3,1,0.000035,0,0.695306037,M,T,,,
435,hashchecker-1.3,3,0.000035,0,0.831640305,H,T,,,
436,http-requests-0.1,2,0.000035,0,0.831902565,H,T,,,
437,haystack-redis-0.0.1,3,0.000035,0,0.941823875,H,T,,,
438,django-haystack-3.2.1,2,0.000045,0.00046,0.688572416,M,T,,,
439,redis-4.5.4,53,0.00066,0.02387,0.790196394,H,T,,,
440,whoosh-2.7.4,5,0.000049,0.00233,0.671641247,M,T,,,
441,hiredis-2.2.2,3,0.000342,0.00253,0.576936617,M,T,,,
442,abundancematching-0.3.0,2,0.000035,0,0.821004039,H,T,,,
443,griffin-powermate-1.0.2,1,0.000035,0,0.820756298,H,T,,,
444,pywinusb-0.4.2,1,0.000065,0.00046,0.80026854,H,T,,,
445,hardness-0.3,7,0.000035,0,0.831734309,H,T,,,
446,argiope-0.3,7,0.000039,0.00046,0.812180835,H,T,,,
447,jupyter-1.0.0,31,0.000131,0.00779,0.671641247,M,T,,,
448,nbconvert-7.3.1,31,0.000106,0.008,0.64236639,M,T,,,
449,ipykernel-6.22.0,37,0.000224,0.01227,0.533927788,M,T,,,
450,ipywidgets-8.0.6,38,0.000455,0.01582,0.650128916,M,T,,,
451,jupyter-console-6.6.3,10,0.000043,0.00083,0.671641247,M,T,,,
452,notebook-6.5.4,38,0.000181,0.00654,0.671641247,M,T,,,
453,qtconsole-5.4.2,23,0.000066,0.00425,0.696463892,M,T,,,
454,ipykernel-5.3.4,10,0.000067,0.00354,0.533927788,M,T,,,
455,ipywidgets-7.7.2,8,0.000044,0.00129,0.650128916,M,T,,,
456,jupyter-console-6.4.4,6,0.000043,0.00083,0.671641247,M,T,,,
457,nbconvert-7.2.8,19,0.000053,0.00237,0.64236639,M,T,,,
458,notebook-6.4.12,21,0.000096,0.00325,0.671641247,M,T,,,
459,jupyter-console-6.4.2,6,0.000043,0.00083,0.671641247,M,T,,,
460,nbconvert-5.6.1,13,0.000046,0.00134,0.64236639,M,T,,,
461,notebook-5.7.16,15,0.000053,0.00129,0.671641247,M,T,,,
462,comm-0.1.3,3,0.000051,0.00148,0.668448879,M,T,,,
463,debugpy-1.6.7,3,0.000052,0.00193,0.573260322,M,T,,,
464,ipython-8.12.0,82,0.000506,0.03461,0.544012126,M,T,,,
465,jupyter-client-8.2.0,25,0.000155,0.01069,0.553183333,M,T,,,
466,jupyter-core-5.3.0,26,0.000215,0.01466,0.583393962,M,T,,,
467,matplotlib-inline-0.1.6,7,0.000095,0.00498,0.622476295,M,T,,,
468,nest-asyncio-1.5.6,23,0.000147,0.01202,0.779310887,H,T,,,
469,traitlets-5.9.0,60,0.000813,0.03529,0.631618188,M,T,,,
470,psutil-5.9.5,48,0.00036,0.0233,0.60049988,M,T,,,
471,jupyter-client-6.2.0,10,0.000062,0.00264,0.553183333,M,T,,,
472,backcall-0.2.0,7,0.000092,0.0051,0.836479519,H,T,,,
473,jedi-0.18.2,10,0.000117,0.0059,0.827410856,H,T,,,
474,pexpect-4.8.0,34,0.00032,0.01747,0.671641247,M,T,,,
475,pickleshare-0.7.5,8,0.000098,0.00558,0.777251917,H,T,,,
476,prompt-toolkit-3.0.38,27,0.000325,0.01399,0.533771177,M,T,,,
477,stack-data-0.6.2,7,0.00008,0.0035,0.713045655,M,T,,,
478,decorator-4.4.2,4,0.000081,0.00352,0.7537292,H,T,,,
479,parso-0.8.3,4,0.000173,0.00211,0.878820797,H,T,,,
480,ptyprocess-0.7.0,4,0.000353,0.00286,0.78223555,H,T,,,
481,wcwidth-0.2.6,23,0.001198,0.01344,0.704142681,M,T,,,
482,pure-eval-0.2.2,3,0.000069,0.00154,0.799310003,H,T,,,
483,jupyterlab-widgets-3.0.7,2,0.00012,0.00168,0.659850144,M,T,,,
484,widgetsnbextension-4.0.7,1,0.000112,0.0012,0.671641247,M,T,,,
485,defusedxml-0.7.1,34,0.000465,0.0176,0.934873627,H,T,,,
486,jupyterlab-pygments-0.2.2,2,0.000043,0.00137,0.787011077,H,T,,,
487,mistune-2.0.5,10,0.000087,0.00523,0.743160829,M,T,,,
488,nbclient-0.7.3,6,0.000045,0.00129,0.61126791,M,T,,,
489,nbformat-5.8.0,29,0.000149,0.01308,0.671641247,M,T,,,
490,pandocfilters-1.5.0,5,0.00005,0.00287,0.749316962,M,T,,,
491,tinycss2-1.2.1,12,0.000131,0.00567,0.725616842,M,T,,,
492,fastjsonschema-2.16.3,4,0.000098,0.00263,0.623954964,M,T,,,
493,argon2-cffi-21.3.0,14,0.000103,0.0073,0.637849265,M,T,,,
494,ipython-genutils-0.2.0,14,0.000095,0.0074,0.671641247,M,T,,,
495,nbclassic-0.5.5,21,0.000049,0.00139,0.659664648,M,T,,,
496,send2trash-1.8.0,11,0.000076,0.00611,0.703829437,M,T,,,
497,terminado-0.17.1,10,0.000096,0.00408,0.670111047,M,T,,,
498,coverage-7.2.3,19,0.000289,0.00896,0.397446824,L,T,,,
499,nbval-0.10.0,6,0.000041,0.00076,0.63258141,M,T,,,
500,pytest-7.3.1,124,0.001057,0.05609,0.456905797,L,T,,,
501,pytest-cov-4.0.0,12,0.000093,0.00442,0.717193719,M,T,,,
502,requests-unixsocket-0.3.0,11,0.000092,0.00489,0.650129221,M,T,,,
503,selenium-4.1.5,4,0.000041,0.00076,0.528159757,M,T,,,
504,testpath-0.6.0,2,0.000045,0.00127,0.716483486,M,T,,,
505,argon2-cffi-bindings-21.2.0,4,0.000123,0.00123,0.941480013,H,T,,,
506,cffi-1.15.0,3,0.000087,0.00097,0.671641247,M,T,,,
507,jupyter-server-2.5.0,25,0.000106,0.00355,0.500627338,M,T,,,
508,notebook-shim-0.2.2,3,0.000037,0.00051,0.508616654,M,T,,,
509,jupyter-server-1.24.0,21,0.000086,0.00305,0.500627338,M,T,,,
510,jupyter-events-0.6.3,8,0.000053,0.0011,0.632209011,M,T,,,
511,jupyter-server-terminals-0.4.4,2,0.00004,0.00062,0.647333286,M,T,,,
512,websocket-client-1.5.1,44,0.000421,0.02213,0.598535156,M,T,,,
513,python-json-logger-2.0.7,8,0.000151,0.00375,0.597006155,M,T,,,
514,arrow-1.2.3,26,0.000324,0.01189,0.659191871,M,T,,,
515,qtpy-2.3.1,27,0.00035,0.01282,0.853456494,H,T,,,
516,ipykernel-6.20.2,12,0.000039,0.00065,0.533927788,M,T,,,
517,jupyter-client-6.1.12,8,0.000045,0.00159,0.553183333,M,T,,,
518,jupyter-core-4.11.1,4,0.00005,0.00163,0.583393962,M,T,,,
519,hyde-images-0.4.3,5,0.000035,0,0.820552586,H,T,,,
520,bm3d-4.0.1,4,0.000041,0.00046,0.671641247,M,T,,,
521,kornia-0.6.11,4,0.000042,0.00091,0.529019385,M,T,,,
522,bm4d-4.2.3,4,0.000046,0.00048,0.671641247,M,T,,,
523,gortz-0.1.0,2,0.000035,0,0.637055261,M,T,,,
524,rich-10.16.2,9,0.000088,0.00277,0.65949082,M,T,,,
525,typer-0.4.2,13,0.000106,0.00472,0.675640048,M,T,,,
526,commonmark-0.9.1,17,0.000333,0.00869,0.75256517,H,T,,,
527,0x-contract-addresses-3.0.0,3,0.000042,0.00094,0.716125137,M,T,,,
528,mypy-extensions-1.0.0,23,0.000344,0.01211,0.763906219,H,T,,,
529,aalto-asr-preprocessor-2022.4.27,1,0.000035,0,0.820067259,H,T,,,
530,grinmw-0.1.1,4,0.000035,0,0.662953629,M,T,,,
531,coincurve-18.0.0,7,0.00006,0.0024,0.618938005,M,T,,,
532,crypto-1.4.1,3,0.000042,0.00046,0.819650964,H,T,,,
533,eciespy-0.3.0,5,0.000042,0.00046,0.655458403,M,T,,,
534,asn1crypto-1.5.1,17,0.000306,0.00831,0.748606007,M,T,,,
535,naked-0.1.32,4,0.000083,0.00094,0.809601718,H,T,,,
536,shellescape-3.8.1,1,0.000053,0.00048,0.747211507,M,T,,,
537,grpc-google-cloud-pubsub-v1-0.14.0,3,0.000035,0,0.742900482,M,T,,,
538,googleapis-common-protos-1.59.0,59,0.00078,0.0303,0.763115661,H,T,,,
539,oauth2client-3.0.0,25,0.000206,0.00888,0.581500734,M,T,,,
540,grpcio-1.54.0rc1,7,0.000177,0.00449,0.671641247,M,T,,,
541,protobuf-3.19.6,7,0.000181,0.00473,0.796701697,H,T,,,
542,protobuf-3.20.2,3,0.000258,0.00688,0.796701697,H,T,,,
543,grpcio-1.47.0,9,0.000251,0.00687,0.671641247,M,T,,,
544,protobuf-4.21.12,5,0.000282,0.00788,0.796701697,H,T,,,
545,httplib2-0.12.0,2,0.000074,0.00134,0.724571015,M,T,,,
546,halem-1.0.3,5,0.000035,0,0.675264443,M,T,,,
547,geopy-2.3.0,12,0.000093,0.00512,0.671641247,M,T,,,
548,plotly-5.14.1,47,0.000243,0.02071,0.628840967,M,T,,,
549,geographiclib-2.0,2,0.000124,0.00116,0.671641247,M,T,,,
550,tenacity-8.2.2,19,0.000211,0.00998,0.650759763,M,T,,,
551,gluster-georep-tools-0.2,3,0.000035,0,0.820882036,H,T,,,
552,argparse-1.4.0,66,0.000776,0.03046,0.847816108,H,T,,,
553,glustercli-0.8.4,3,0.000074,0.00091,0.832185574,H,T,,,
554,paramiko-3.1.0,44,0.000623,0.01968,0.669730769,M,T,,,
555,bcrypt-4.0.1,20,0.000337,0.01093,0.726182076,M,T,,,
556,pynacl-1.5.0,14,0.000319,0.00762,0.717755926,M,T,,,
557,gwyfile-0.2.0,2,0.000035,0,0.820772462,H,T,,,
558,heyvi-0.2.25,8,0.000038,0.00048,0.847114664,H,T,,,
559,pycollector-0.4.6,11,0.00004,0.00048,0.826576622,H,T,,,
560,pytorch-lightning-2.0.1.post0,17,0.000074,0.00325,0.671641247,M,T,,,
561,torchvision-0.15.1,26,0.000138,0.0103,0.540535121,M,T,,,
562,ujson-5.7.0,36,0.000369,0.01748,0.651022415,M,T,,,
563,vipy-1.14.4,7,0.000043,0.00096,0.735928582,M,T,,,
564,boto3-1.26.114,52,0.000556,0.02243,0.49978448,L,T,,,
565,dask-2023.4.0,50,0.000183,0.01551,0.599804981,M,T,,,
566,distributed-2023.4.0,25,0.000059,0.00401,0.618979769,M,T,,,
567,botocore-1.29.114,20,0.000316,0.00879,0.294020913,L,T,,,
568,jmespath-1.0.1,33,0.000783,0.01959,0.751241116,H,T,,,
569,s3transfer-0.6.0,16,0.000357,0.00697,0.750069074,H,T,,,
570,jmespath-0.10.0,24,0.000577,0.01327,0.751241116,H,T,,,
571,botocore-1.29.115,18,0.000303,0.00772,0.294020913,L,T,,,
572,botocore-1.29.113,10,0.000204,0.00344,0.294020913,L,T,,,
573,botocore-1.29.53,6,0.000097,0.00167,0.294020913,L,T,,,
574,botocore-1.29.91,6,0.000101,0.00167,0.294020913,L,T,,,
575,botocore-1.27.96,5,0.000096,0.00121,0.294020913,L,T,,,
576,fsspec-2023.4.0,22,0.000125,0.01077,0.68849028,M,T,,,
577,partd-1.4.0,5,0.000052,0.00211,0.759813236,H,T,,,
578,pyarrow-11.0.0,37,0.000207,0.01706,0.534830208,M,T,,,
579,zipp-3.1.0,2,0.000195,0.00151,0.685200734,M,T,,,
580,locket-1.0.0,2,0.00006,0.00117,0.804820293,H,T,,,
581,sortedcontainers-2.4.0,38,0.00063,0.01931,0.630070068,M,T,,,
582,tblib-1.7.0,4,0.000053,0.00207,0.706811729,M,T,,,
583,zict-2.2.0,2,0.000038,0.00063,0.671641247,M,T,,,
584,zict-3.0.0,1,0.000038,0.00063,0.671641247,M,T,,,
585,heapdict-1.0.1,3,0.000114,0.00144,0.671641247,M,T,,,
586,lightning-utilities-0.8.0,3,0.000041,0.00061,0.768686476,H,T,,,
587,torchmetrics-0.11.4,8,0.000058,0.00244,0.594496058,M,T,,,
588,torchmetrics-0.10.3,5,0.000046,0.00107,0.594496058,M,T,,,
589,ffmpeg-python-0.2.0,7,0.000079,0.00233,0.773170421,H,T,,,
590,future-0.18.2,5,0.00011,0.00249,0.671641247,M,T,,,
591,gordon-dns-0.0.1.dev10,9,0.00005,0.00139,0.671641247,M,T,,,
592,async-dns-2.0.0,1,0.000042,0.00052,0.666973862,M,T,,,
593,ulogger-2.0.2,3,0.000047,0.001,0.731530038,M,T,,,
594,zope-interface-6.0,98,0.001404,0.0558,0.499574396,L,T,,,
595,grispy-0.2.0,3,0.000035,0,0.800040745,H,T,,,
596,harp-image-preprocess-2.4.0.4,14,0.000035,0,0.662775806,M,T,,,
597,image-1.5.33,5,0.000042,0.00094,0.802405334,H,T,,,
598,logzero-1.7.0,11,0.000103,0.00509,0.779158956,H,T,,,
599,opencv-python-4.7.0.72,72,0.000553,0.03215,0.562816875,M,T,,,
600,pynrrd-1.0.0,8,0.000045,0.00187,0.760170162,H,T,,,
601,pyqt5-5.14.2,6,0.000056,0.00185,0.671641247,M,T,,,
602,simpleitk-2.2.1,6,0.000069,0.00283,0.636978567,M,T,,,
603,strconv-0.4.2,2,0.00004,0.00091,0.725851617,M,T,,,
604,nptyping-2.5.0,5,0.000051,0.00146,0.786029828,H,T,,,
605,pyqt5-sip-12.12.0,12,0.000353,0.0067,0.671641247,M,T,,,
606,pyqt5-sip-12.8.0,2,0.00006,0.001,0.671641247,M,T,,,
607,google-sheets-lib-0.4,2,0.000035,0,0.695090793,M,T,,,
608,pygsheets-2.0.6,3,0.00005,0.00046,0.720282751,M,T,,,
609,google-api-python-client-2.85.0,83,0.000684,0.03477,0.654472303,M,T,,,
610,google-auth-oauthlib-1.0.0,44,0.000382,0.01956,0.611642131,M,T,,,
611,google-api-core-2.11.0,198,0.001807,0.08988,0.720813266,M,T,,,
612,google-auth-httplib2-0.1.0,53,0.000407,0.02336,0.765015661,H,T,,,
613,google-auth-2.17.3,77,0.001078,0.04439,0.701580505,M,T,,,
614,uritemplate-4.1.1,26,0.000324,0.0143,0.689428078,M,T,,,
615,google-api-core-2.10.2,9,0.000128,0.00328,0.720813266,M,T,,,
616,google-auth-1.35.0,34,0.000467,0.01787,0.701580505,M,T,,,
617,httplib2-0.20.4,5,0.000166,0.00456,0.724571015,M,T,,,
618,grpcio-status-1.53.0,11,0.000209,0.00799,0.671641247,M,T,,,
619,grpcio-status-1.48.2,5,0.000188,0.00551,0.671641247,M,T,,,
620,grpcio-status-1.47.0,11,0.0002,0.00693,0.671641247,M,T,,,
621,cachetools-5.3.0,35,0.000457,0.01859,0.775973642,H,T,,,
622,cachetools-4.1.1,2,0.000219,0.00277,0.775973642,H,T,,,
623,google-auth-1.28.1,9,0.000111,0.00332,0.701580505,M,T,,,
624,aarc-entitlement-1.0.5,1,0.000035,0,0.675609857,M,T,,,
625,hot-recharge-4.0.0,3,0.000035,0,0.820357567,H,T,,,
626,munch-2.5.0,10,0.000081,0.00446,0.76062461,H,T,,,
627,gpp-cpass-decrypt-0.0.1,2,0.000035,0,0.7110533,M,T,,,
628,google-area120-tables-0.11.2,3,0.000035,0,0.782735399,H,T,,,
629,proto-plus-1.22.2,164,0.001502,0.0753,0.671641247,M,T,,,
630,hellowebapp-deploy-1.0.5,3,0.000035,0,0.683755274,M,T,,,
631,dj-database-url-0.5.0,1,0.000045,0.00046,0.591268663,M,T,,,
632,waitress-2.0.0,1,0.000045,0.00046,0.663899421,M,T,,,
633,whitenoise-5.2.0,1,0.000045,0.00046,0.65024614,M,T,,,
634,httpie-asap-auth-0.3.0,2,0.000035,0,0.822706411,H,T,,,
635,atlassian-jwt-auth-17.0.0,4,0.00005,0.00046,0.767981805,H,T,,,
636,httpie-3.2.1,55,0.000955,0.02103,0.690928893,M,T,,,
637,cachecontrol-0.12.11,3,0.000049,0.00048,0.605549023,M,T,,,
638,pyjwt-2.6.0,79,0.000814,0.03726,0.689097695,M,T,,,
639,cryptography-3.4.8,19,0.000412,0.01067,0.847395434,H,T,,,
640,cryptography-36.0.2,5,0.000238,0.00357,0.847395434,H,T,,,
641,pip-23.1,33,0.000527,0.01697,0.446073866,L,T,,,
642,graph-sd-0.1.4b0,5,0.000035,0,0.671641247,M,T,,,
643,orange3-associate-1.2.0,4,0.000041,0.00046,0.661291134,M,T,,,
644,orange3-3.34.1,30,0.000046,0.00048,0.671641247,M,T,,,
645,anyqt-0.2.0,3,0.000046,0.00146,0.645595095,M,T,,,
646,baycomp-1.0.2,4,0.000036,0.00048,0.671641247,M,T,,,
647,bottleneck-1.3.7,2,0.000036,0.00048,0.735679345,M,T,,,
648,httpx-0.24.0,72,0.000787,0.03108,0.551984718,M,T,,,
649,keyrings-alt-4.2.0,4,0.000042,0.00142,0.773690874,H,T,,,
650,openpyxl-3.1.2,59,0.000291,0.02711,0.671641247,M,T,,,
651,opentsne-0.7.1,4,0.000036,0.00048,0.777182968,H,T,,,
652,orange-canvas-core-0.1.30,11,0.000042,0.00096,0.604110364,M,T,,,
653,orange-widget-base-4.20.0,6,0.000036,0.00048,0.671641247,M,T,,,
654,pyqtgraph-0.13.3,7,0.000076,0.00279,0.662429305,M,T,,,
655,python-louvain-0.16,11,0.000055,0.00372,0.761507743,H,T,,,
656,serverfiles-0.3.1,2,0.000036,0.00048,0.721192296,M,T,,,
657,xlrd-2.0.1,33,0.000179,0.01555,0.676061779,M,T,,,
658,xlsxwriter-3.1.0,25,0.000166,0.01183,0.659347157,M,T,,,
659,httpcore-0.17.0,7,0.000164,0.00285,0.747009623,M,T,,,
660,h2-4.1.0,19,0.000349,0.00989,0.969386084,H,T,,,
661,httpcore-0.15.0,5,0.000146,0.00193,0.747009623,M,T,,,
662,et-xmlfile-1.1.0,11,0.000486,0.0065,0.671641247,M,T,,,
663,cachecontrol-0.12.12,14,0.000092,0.00543,0.605549023,M,T,,,
664,dictdiffer-0.9.0,5,0.000055,0.00235,0.636157382,M,T,,,
665,qasync-0.24.0,1,0.000039,0.0005,0.619438296,M,T,,,
666,happenings-0.0.4,4,0.000035,0,0.84764484,H,T,,,
667,html2jirawiki-1.0.0,2,0.000035,0,0.847631867,H,T,,,
668,gpt2-client-2.1.5,7,0.000035,0,0.798893361,H,T,,,
669,gpt-2-simple-0.8.1,7,0.000039,0.00046,0.760575453,H,T,,,
670,tensorflow-2.12.0,73,0.00048,0.02203,0.398983919,L,T,,,
671,termcolor-2.2.0,62,0.00078,0.03053,0.758324166,H,T,,,
672,toposort-1.10,4,0.000058,0.00187,0.671641247,M,T,,,
673,absl-py-1.4.0,40,0.000328,0.02078,0.671641247,M,T,,,
674,astunparse-1.6.3,7,0.000105,0.00343,0.780478426,H,T,,,
675,flatbuffers-23.3.3,7,0.000108,0.00444,0.638825452,M,T,,,
676,gast-0.4.0,3,0.000058,0.00254,0.646627387,M,T,,,
677,google-pasta-0.2.0,4,0.000056,0.00245,0.778063716,H,T,,,
678,h5py-3.8.0,137,0.001075,0.06466,0.78809963,H,T,,,
679,jax-0.4.8,26,0.00017,0.0107,0.613171684,M,T,,,
680,keras-2.12.0,19,0.000194,0.00977,0.609034932,M,T,,,
681,libclang-16.0.0,2,0.000053,0.002,0.557077078,M,T,,,
682,opt-einsum-3.3.0,9,0.000112,0.00465,0.618172373,M,T,,,
683,tensorboard-2.12.2,22,0.000066,0.00382,0.568396287,M,T,,,
684,tensorflow-estimator-2.12.0,1,0.000051,0.00152,0.642168592,M,T,,,
685,tensorflow-io-gcs-filesystem-0.32.0,2,0.000053,0.002,0.6379584,M,T,,,
686,wrapt-1.14.1,6,0.000078,0.00403,0.644424397,M,T,,,
687,ml-dtypes-0.1.0,5,0.000082,0.00171,0.671641247,M,T,,,
688,tensorboard-data-server-0.7.0,1,0.000038,0.00062,0.572926092,M,T,,,
689,tensorboard-plugin-wit-1.8.1,3,0.000043,0.00157,0.687486018,M,T,,,
690,grasia-dash-components-0.3.4,2,0.000035,0,0.82039811,H,T,,,
691,dash-2.9.3,26,0.000163,0.00464,0.694257887,M,T,,,
692,dash-renderer-1.9.1,1,0.00005,0.00046,0.671641247,M,T,,,
693,dash-core-components-2.0.0,4,0.000063,0.00214,0.694344765,M,T,,,
694,dash-html-components-2.0.0,4,0.000063,0.00214,0.746154305,M,T,,,
695,dash-table-5.0.0,3,0.000061,0.00168,0.564509524,M,T,,,
696,flask-2.0.3,9,0.000079,0.00216,0.763313977,H,T,,,
697,dash-testing-stub-0.0.2,1,0.000044,0.00068,0.671641247,M,T,,,
698,percy-2.0.2,2,0.000044,0.00068,0.630315862,M,T,,,
699,selenium-4.2.0,4,0.000044,0.00068,0.528159757,M,T,,,
700,waitress-2.1.2,11,0.000095,0.00536,0.663899421,M,T,,,
701,hatool-compiler-0.0.2,3,0.000035,0,0.831807755,H,T,,,
702,awesome-slugify-1.6.5,3,0.000045,0.00046,0.789854694,H,T,,,
703,unidecode-0.4.21,2,0.000056,0.00094,0.742305746,M,T,,,
704,hyclb-0.2.3.4,2,0.000035,0,0.823339832,H,T,,,
705,cl4py-1.8.1,2,0.00005,0.00046,0.674269294,M,T,,,
706,gasync-0.0.2,2,0.00005,0.00046,0.83204139,H,T,,,
707,iaflow-2.3.0,3,0.000035,0,0.847387903,H,T,,,
708,discord-webhook-1.1.0,2,0.000045,0.00046,0.765338141,H,T,,,
709,notifier-function-1.5.1,3,0.000045,0.00046,0.836620414,H,T,,,
710,py-notifier-0.5.0,1,0.000054,0.00048,0.790410526,H,T,,,
711,accarbon-0.0.1,4,0.000035,0,0.831829973,H,T,,,
712,hypha-0.15.8,20,0.000035,0,0.783189572,H,T,,,
713,aiobotocore-2.5.0,9,0.00005,0.00146,0.727407448,M,T,,,
714,aiofiles-23.1.0,25,0.000243,0.01176,0.751449006,H,T,,,
715,aioredis-2.0.1,7,0.000061,0.00229,0.567946064,M,T,,,
716,fastapi-0.95.1,29,0.000127,0.00852,0.509274366,M,T,,,
717,imjoy-rpc-0.5.15,5,0.000042,0.00094,0.797980383,H,T,,,
718,pyotritonclient-0.2.5,7,0.000036,0.00046,0.819915097,H,T,,,
719,python-engineio-4.1.0,1,0.000036,0.00046,0.735403951,M,T,,,
720,python-jose-3.3.0,17,0.000142,0.00514,0.744004251,M,T,,,
721,redislite-6.2.805324,4,0.000036,0.00046,0.75524108,H,T,,,
